,Группа,title,Старая цена,Новая цена,Скидка,Металл,Вес,Ссылка,Брэнд
3517,rings,Кольцо с кварцем и фианитами,50640,32915,35,Золото 585,3.31 г.,https://miuz.ru/catalog/rings/R4155-C-012-0302QZ/,miuz
3518,rings,Кольцо с фианитами,31918,20746,35,Золото 585,2.23 г.,https://miuz.ru/catalog/rings/R01-59374-Z/,miuz
3519,rings,Кольцо с бриллиантами и изумрудом,60900,24360,60,Золото 585,2.27 г.,https://miuz.ru/catalog/rings/R2017-R312717EMR-R17/,miuz
3520,rings,Кольцо с бриллиантами и цветными сапфирами,289900,144950,50,Золото 585,6.17 г.,https://miuz.ru/catalog/rings/R01-35786-SC/,miuz
3521,rings,Кольцо с бриллиантами,78900,31560,60,Золото 375,2.32 г.,https://miuz.ru/catalog/rings/R01-9-35371-76/,miuz
3522,rings,Кольцо с топазами,51711,33612,35,Золото 585,3.15 г.,https://miuz.ru/catalog/rings/R01-34676-BT/,miuz
3523,rings,Кольцо с бриллиантом,169900,93445,45,Золото 585,1.36 г.,https://miuz.ru/catalog/rings/R01-SOL35704-030-G3/,miuz
3524,rings,Кольцо с бриллиантами,77490,30996,60,Золото 585,2.01 г.,https://miuz.ru/catalog/rings/R755-R17AX0122A-R17/,miuz
3525,rings,Кольцо с бриллиантами,264900,132450,50,Золото 585,2.55 г.,https://miuz.ru/catalog/rings/R01-35807/,miuz
3526,rings,Кольцо с фианитом,25478,17834,30,Золото 585,1.75 г.,https://miuz.ru/catalog/rings/R01-R-59840-Z/,miuz
3527,rings,Кольцо с бриллиантами,108900,43559,60,Золото 585,3.28 г.,https://miuz.ru/catalog/rings/R4150-D-LRT3765/,miuz
3528,rings,Кольцо с бриллиантами и изумрудом,159900,63960,60,Золото 585,4.22 г.,https://miuz.ru/catalog/rings/R01-18152-EM/,miuz
3529,rings,Кольцо с бриллиантами и сапфиром,96900,38760,60,Золото 585,2.56 г.,https://miuz.ru/catalog/rings/R4150-D-52012R01SA/,miuz
3530,rings,Кольцо с топазом и фианитами,33046,21479,35,Золото 585,2. г.,https://miuz.ru/catalog/rings/R163-K1349787-SB/,miuz
3531,rings,Кольцо с гранатом и фианитами,35953,23370,35,Золото 585,2.35 г.,https://miuz.ru/catalog/rings/R01-34559-GR/,miuz
3532,rings,Кольцо с бриллиантами,679900,407940,40,Золото 750,4.82 г.,https://miuz.ru/catalog/rings/R4211-RG5331WDI1/,miuz
3533,rings,Кольцо с бриллиантами,504900,302940,40,Золото 750,3.37 г.,https://miuz.ru/catalog/rings/R4211-RG4863WDI1/,miuz
3534,rings,Кольцо с бриллиантами,1249000,749400,40,Золото 750,6.71 г.,https://miuz.ru/catalog/rings/R4211-RG4766WDI1/,miuz
3535,rings,Кольцо с бриллиантами,1149000,689400,40,Золото 750,8.53 г.,https://miuz.ru/catalog/rings/R4211-RG5397WDI1/,miuz
3536,rings,Кольцо с бриллиантами и рубином,799000,479400,40,Золото 750,3.06 г.,https://miuz.ru/catalog/rings/R4192-SA3232R-100/,miuz
3537,rings,Кольцо с бриллиантами,154900,92940,40,Золото 585,2.45 г.,https://miuz.ru/catalog/rings/R2001-0201899/,miuz
3538,rings,Кольцо с бриллиантами и рубином,689900,275960,60,Золото 585,6.89 г.,https://miuz.ru/catalog/rings/R169-TRG140133ARU/,miuz
3539,rings,Кольцо с бриллиантами,1099000,384650,65,Золото 585,3.85 г.,https://miuz.ru/catalog/rings/R01-89-34838/,miuz
3540,rings,Кольцо с бриллиантом,40900,16360,60,Золото 585,1.4 г.,https://miuz.ru/catalog/rings/R2017-R300057DIA/,miuz
3541,rings,Кольцо с цветными бриллиантами и бриллиантами,136900,82140,40,Золото 585,3.1 г.,https://miuz.ru/catalog/rings/R2018-SS-0012/,miuz
3542,rings,Кольцо с бриллиантами,699000,419400,40,Золото 585,7.18 г.,https://miuz.ru/catalog/rings/R2022-ICE-0083/,miuz
3543,rings,Кольцо с бриллиантами,1199000,719400,40,Золото 750,8.07 г.,https://miuz.ru/catalog/rings/R4211-RG4743WDI1/,miuz
3544,rings,Кольцо с бриллиантами и рубеллитом,799900,479940,40,Золото 750,4.8 г.,https://miuz.ru/catalog/rings/R4192-SA2280/,miuz
3545,rings,Кольцо с бриллиантами,999000,599400,40,Золото 750,5.68 г.,https://miuz.ru/catalog/rings/R4211-RG3330WDI1/,miuz
3546,rings,Кольцо с бриллиантами,999000,599400,40,Золото 750,5.4 г.,https://miuz.ru/catalog/rings/R4211-RG3796WDI1/,miuz
3547,rings,Кольцо с бриллиантами,1349000,809400,40,Золото 750,8.71 г.,https://miuz.ru/catalog/rings/R4211-RG3871WDI1/,miuz
3548,rings,Кольцо с бриллиантами и изумрудами,82900,33158,60,Золото 585,2.04 г.,https://miuz.ru/catalog/rings/R4150-D-LRP30150E/,miuz
3549,rings,Кольцо с выращенным бриллиантом,559900,223960,60,Золото 585,4.18 г.,https://miuz.ru/catalog/rings/R2022-MLN-0123/,miuz
3550,rings,Кольцо с бриллиантами и сапфирами,119990,47996,60,Золото 585,2.24 г.,https://miuz.ru/catalog/rings/R2017-R304113SAP-R17/,miuz
3551,rings,Кольцо с бриллиантами и изумрудами,85900,34360,60,Золото 585,1.9 г.,https://miuz.ru/catalog/rings/R2017-R305596EMR/,miuz
3552,rings,Кольцо с бриллиантами,94900,56940,40,Золото 585,1.69 г.,https://miuz.ru/catalog/rings/R2001-0201698/,miuz
3553,rings,Кольцо с бриллиантами,629900,377940,40,Золото 585,3.62 г.,https://miuz.ru/catalog/rings/R01-SS-0843DI/,miuz
3554,rings,Кольцо с бриллиантом,126900,69795,45,Золото 585,2.66 г.,https://miuz.ru/catalog/rings/R01-SOL03-025-G4/,miuz
3555,rings,Кольцо,27718,18017,35,Золото 585,1.1 г.,https://miuz.ru/catalog/rings/R2026-160357-1/,miuz
3556,rings,Кольцо с бриллиантами,84900,50940,40,Золото 585,1.82 г.,https://miuz.ru/catalog/rings/R2001-0201740/,miuz
3557,rings,Кольцо с фианитом,34298,24008,30,Золото 585,2.32 г.,https://miuz.ru/catalog/rings/R2028-K132-1930/,miuz
3558,rings,Кольцо с гранатом и фианитами,42072,27346,35,Золото 585,2.75 г.,https://miuz.ru/catalog/rings/R2020-20191035-GR/,miuz
3559,rings,Кольцо с гранатами и фианитами,38553,25060,35,Золото 585,2.52 г.,https://miuz.ru/catalog/rings/R4150-C-LR638GN/,miuz
3560,rings,Кольцо с бриллиантами,99900,39960,60,Золото 585,2.49 г.,https://miuz.ru/catalog/rings/R888-D-RG025021BW2/,miuz
3561,rings,Кольцо с бриллиантами и кианитом,130900,52360,60,Золото 585,3.44 г.,https://miuz.ru/catalog/rings/R97-CR3431-KB-R17/,miuz
3562,rings,Кольцо с цветными бриллиантами,149900,59960,60,Золото 585,5.85 г.,https://miuz.ru/catalog/rings/R2511-CLDGR03158-R17/,miuz
3563,rings,Кольцо с топазом,28456,18497,35,Золото 585,1.86 г.,https://miuz.ru/catalog/rings/R2020-00191293-BT/,miuz
3564,rings,Кольцо с бриллиантами и изумрудами,78900,31560,60,Золото 585,2.25 г.,https://miuz.ru/catalog/rings/R2017-R312816EMR/,miuz
3565,rings,Кольцо с бриллиантами,37900,15160,60,Золото 375,1.09 г.,https://miuz.ru/catalog/rings/R01-9-33186-66/,miuz
3566,rings,Кольцо с топазами,34729,22574,35,Золото 585,2.05 г.,https://miuz.ru/catalog/rings/R01-34485-BT/,miuz
3567,rings,Кольцо с фианитами,36117,23475,35,Золото 585,2.35 г.,https://miuz.ru/catalog/rings/R01-Y-59867-SW/,miuz
3568,rings,Кольцо с бриллиантами,116900,46760,60,Золото 585,1.91 г.,https://miuz.ru/catalog/rings/R4143-CRA-1047/,miuz
3569,rings,Кольцо с бриллиантами и сапфиром,71900,28760,60,Золото 585,1.89 г.,https://miuz.ru/catalog/rings/R175-R28725/,miuz
3570,rings,Кольцо с бриллиантами и жемчугом,66900,26760,60,Золото 585,2.51 г.,https://miuz.ru/catalog/rings/R79-R-13613-PR/,miuz
3571,rings,Кольцо с бриллиантами,64990,25995,60,Золото 585,1.69 г.,https://miuz.ru/catalog/rings/R755-71590R002/,miuz
3572,rings,Кольцо с бриллиантами,569900,341940,40,Золото 750,5.37 г.,https://miuz.ru/catalog/rings/R4211-RG3135WDI1/,miuz
3573,rings,Кольцо с бриллиантами,124900,62450,50,Золото 585,2.4 г.,https://miuz.ru/catalog/rings/R2022-SR6389/,miuz
3574,rings,Кольцо с бриллиантами,59900,35940,40,Золото 585,1.54 г.,https://miuz.ru/catalog/rings/R2001-0201956/,miuz
3575,rings,Кольцо с бриллиантами,239900,143940,40,Золото 585,2.07 г.,https://miuz.ru/catalog/rings/R2001-0201533/,miuz
3576,rings,Кольцо с бриллиантами,119900,71940,40,Золото 585,1.78 г.,https://miuz.ru/catalog/rings/R2001-0201652/,miuz
3577,rings,Кольцо с бриллиантами,179900,107940,40,Золото 585,1.88 г.,https://miuz.ru/catalog/rings/R2001-0201664/,miuz
3578,rings,Кольцо с бриллиантами,159900,95940,40,Золото 585,2.2 г.,https://miuz.ru/catalog/rings/R2001-0201665/,miuz
3579,rings,Кольцо с бриллиантами,114900,68940,40,Золото 585,1.79 г.,https://miuz.ru/catalog/rings/R2001-0201668/,miuz
3580,rings,Кольцо с бриллиантами,199900,119940,40,Золото 585,2.46 г.,https://miuz.ru/catalog/rings/R2001-0201674/,miuz
3581,rings,Кольцо с бриллиантами,94900,56940,40,Золото 585,2.21 г.,https://miuz.ru/catalog/rings/R2001-0201733/,miuz
3582,rings,Кольцо с бриллиантами,104900,62940,40,Золото 585,1.85 г.,https://miuz.ru/catalog/rings/R2001-0201820/,miuz
3583,rings,Кольцо с бриллиантами,109900,65940,40,Золото 585,1.85 г.,https://miuz.ru/catalog/rings/R2001-0201913/,miuz
3584,rings,Кольцо с бриллиантами,104900,62940,40,Золото 585,1.84 г.,https://miuz.ru/catalog/rings/R2001-0201925/,miuz
3585,rings,Кольцо с бриллиантами,89900,53940,40,Золото 585,1.51 г.,https://miuz.ru/catalog/rings/R2001-0201954/,miuz
3586,rings,Кольцо с бриллиантами,114900,68940,40,Золото 585,2.01 г.,https://miuz.ru/catalog/rings/R2001-2201852/,miuz
3587,rings,Кольцо с бриллиантом,154900,92940,40,Золото 585,1.43 г.,https://miuz.ru/catalog/rings/R2001-2301233/,miuz
3588,rings,Кольцо с бриллиантом,119900,71940,40,Золото 585,1.27 г.,https://miuz.ru/catalog/rings/R2001-2301250/,miuz
3589,rings,Кольцо с бриллиантом,134900,80940,40,Золото 585,2.01 г.,https://miuz.ru/catalog/rings/R2001-2301342/,miuz
3590,rings,Кольцо с бриллиантами и облагороженными бриллиантами,90490,45244,50,Золото 585,2.1 г.,https://miuz.ru/catalog/rings/R01-SS-35537-B/,miuz
3591,rings,Кольцо с выращенным бриллиантом,294900,117960,60,Золото 585,4.26 г.,https://miuz.ru/catalog/rings/R08-MLN-0197/,miuz
3592,rings,Кольцо с бриллиантами и сапфирами,80900,32360,60,Золото 585,2.14 г.,https://miuz.ru/catalog/rings/R65-R50290A0SA-R17/,miuz
3593,rings,Кольцо с бриллиантами и сапфиром,58990,23595,60,Золото 585,1.94 г.,https://miuz.ru/catalog/rings/R65-R50292A0-R17/,miuz
3594,rings,"Кольцо с бриллиантами, кианитом и сапфирами",139490,55795,60,Золото 585,3.56 г.,https://miuz.ru/catalog/rings/R97-CR2979-KB-SA/,miuz
3595,rings,Кольцо с бриллиантами,189900,113940,40,Золото 585,3.52 г.,https://miuz.ru/catalog/rings/R4214-VFK-14/,miuz
3596,rings,Кольцо с бриллиантами,949900,569940,40,Золото 750,4.5 г.,https://miuz.ru/catalog/rings/R4211-RG5260WPM1/,miuz
3597,rings,Кольцо с бриллиантами,644900,386940,40,Золото 750,4.33 г.,https://miuz.ru/catalog/rings/R4211-RG5261WDI1/,miuz
3598,rings,Кольцо с бриллиантами,619900,371940,40,Золото 750,4.52 г.,https://miuz.ru/catalog/rings/R4211-RG5267WDI1/,miuz
3599,rings,Кольцо с бриллиантами,859900,515940,40,Золото 750,4.25 г.,https://miuz.ru/catalog/rings/R4211-RG5269WDI1/,miuz
3600,rings,Кольцо с бриллиантами,664900,398940,40,Золото 750,4.42 г.,https://miuz.ru/catalog/rings/R4211-RG5389WDI1/,miuz
3601,rings,Кольцо с бриллиантами,744900,446940,40,Золото 750,4.56 г.,https://miuz.ru/catalog/rings/R4211-RG3569WDI1/,miuz
3602,rings,Кольцо с бриллиантом,38900,15560,60,Золото 375,2.08 г.,https://miuz.ru/catalog/rings/R2703-RG42087/,miuz
3603,rings,Кольцо с топазом и бриллиантами,70490,28195,60,Золото 585,2.5 г.,https://miuz.ru/catalog/rings/R4150-D-1982494BTR17/,miuz
3604,rings,Кольцо с фианитами и выращенным сапфиром,33658,21877,35,Золото 585,2.2 г.,https://miuz.ru/catalog/rings/R4150-C-075S-CIN/,miuz
3605,rings,Кольцо с сапфиром и фианитами,42490,16995,60,Золото 585,2.07 г.,https://miuz.ru/catalog/rings/R4150-C-1332455S/,miuz
3606,rings,Кольцо с бриллиантами,1129000,677400,40,Золото 750,6.21 г.,https://miuz.ru/catalog/rings/R4211-RG2872WDI1/,miuz
3607,rings,Кольцо с бриллиантами,749900,449940,40,Золото 750,11.99 г.,https://miuz.ru/catalog/rings/R4208-R999-102021121/,miuz
3608,rings,Кольцо с бриллиантами,609900,365940,40,Золото 750,4.24 г.,https://miuz.ru/catalog/rings/R4211-RG0956WDI1/,miuz
3609,rings,Кольцо с бриллиантами,574900,344940,40,Золото 750,3.83 г.,https://miuz.ru/catalog/rings/R4211-RG2870WDI1/,miuz
3610,rings,Кольцо с бриллиантами,679900,407940,40,Золото 750,5.14 г.,https://miuz.ru/catalog/rings/R4211-RG3390WDI1/,miuz
3611,rings,Кольцо с бриллиантами,1499000,899400,40,Золото 750,7.5 г.,https://miuz.ru/catalog/rings/R4192-SA3042R-12MM/,miuz
3612,rings,Кольцо с бриллиантами,1199000,719400,40,Золото 750,6.77 г.,https://miuz.ru/catalog/rings/R4192-SA3105R/,miuz
3613,rings,Кольцо с бриллиантами,1349000,809400,40,Золото 750,5.82 г.,https://miuz.ru/catalog/rings/R4192-SA3212R/,miuz
3614,rings,Кольцо с бриллиантами,674900,404940,40,Золото 750,5.13 г.,https://miuz.ru/catalog/rings/R4211-RG3215WDI1/,miuz
3615,rings,Кольцо с бриллиантами и сапфиром,329900,197940,40,Золото 750,3.53 г.,https://miuz.ru/catalog/rings/R4211-RG1715WSA1/,miuz
3616,rings,Кольцо с фианитами,15679,10975,30,Золото 585,0.97 г.,https://miuz.ru/catalog/rings/R37-T942014292-ZI/,miuz
3617,rings,Кольцо с бриллиантами,1249000,749400,40,Золото 750,8.56 г.,https://miuz.ru/catalog/rings/R4211-RG0807WDI1/,miuz
3618,rings,Кольцо с жемчугом и фианитами,43900,30730,30,Золото 585,2.41 г.,https://miuz.ru/catalog/rings/R2031-791216-PR/,miuz
3619,rings,Кольцо с фианитом,22958,16070,30,Золото 585,1.54 г.,https://miuz.ru/catalog/rings/R2028-MIS-0037/,miuz
3620,rings,Кольцо с фианитом,33038,23126,30,Золото 585,2.28 г.,https://miuz.ru/catalog/rings/R2020-MIS-0023/,miuz
3621,rings,Кольцо с бриллиантами,559000,335400,40,Золото 585,5.6 г.,https://miuz.ru/catalog/rings/R2022-ICE-0064/,miuz
3622,rings,Кольцо с бриллиантами,479000,287400,40,Золото 585,5.29 г.,https://miuz.ru/catalog/rings/R2022-ICE-0086/,miuz
3623,rings,Кольцо с топазом,28150,18298,35,Золото 585,2.05 г.,https://miuz.ru/catalog/rings/R2020-094722-BT/,miuz
3624,rings,Кольцо с фианитами,17401,12181,30,Золото 585,1.13 г.,https://miuz.ru/catalog/rings/R2020-095641-1154/,miuz
3625,rings,Кольцо,63338,44336,30,Золото 585,4.14 г.,https://miuz.ru/catalog/rings/R2020-DUO-0007-RW/,miuz
3626,rings,Кольцо с бриллиантами,174900,69960,60,Золото 585,4.57 г.,https://miuz.ru/catalog/rings/R2018-RRU1023ADI-R17/,miuz
3627,rings,Кольцо с бриллиантом,62900,31450,50,Золото 585,1.71 г.,https://miuz.ru/catalog/rings/R2018-RR010211ADI/,miuz
3628,rings,Кольцо с облагороженными бриллиантами и бриллиантами,1099000,659400,40,Золото 585,6.47 г.,https://miuz.ru/catalog/rings/R2018-RL030267AHD/,miuz
3629,rings,Кольцо с облагороженными бриллиантами и бриллиантами,1349000,809400,40,Золото 585,7.76 г.,https://miuz.ru/catalog/rings/R2018-RL030268AHD/,miuz
3630,rings,Кольцо с облагороженными бриллиантами и бриллиантами,924900,554940,40,Золото 585,6.24 г.,https://miuz.ru/catalog/rings/R2018-RL030274AHD/,miuz
3631,rings,Кольцо с топазом и фианитами,45132,29336,35,Золото 585,2.95 г.,https://miuz.ru/catalog/rings/R2001-DKT-0016-R/,miuz
3632,rings,Кольцо с бриллиантами и облагороженными бриллиантами,289900,173940,40,Золото 585,4.12 г.,https://miuz.ru/catalog/rings/R2018-HDR-0072/,miuz
3633,rings,Кольцо с бриллиантами и облагороженными бриллиантами,779900,467940,40,Золото 585,6.22 г.,https://miuz.ru/catalog/rings/R2018-HDR-0073/,miuz
3634,rings,Кольцо с бриллиантами и облагороженными бриллиантами,489900,293940,40,Золото 585,5.61 г.,https://miuz.ru/catalog/rings/R2018-HDR-0089/,miuz
3635,rings,Кольцо с бриллиантами и облагороженными бриллиантами,479900,287940,40,Золото 585,5.71 г.,https://miuz.ru/catalog/rings/R2018-HDR-0090/,miuz
3636,rings,Кольцо с бриллиантами и облагороженными бриллиантами,559900,335940,40,Золото 585,6.9 г.,https://miuz.ru/catalog/rings/R2018-HDR-0094/,miuz
3637,rings,Кольцо с бриллиантами и облагороженными бриллиантами,349900,209940,40,Золото 585,3.49 г.,https://miuz.ru/catalog/rings/R2018-HDR-0100/,miuz
3638,rings,Кольцо с бриллиантами и облагороженными бриллиантами,369900,221940,40,Золото 585,4.05 г.,https://miuz.ru/catalog/rings/R2018-HDR-0102/,miuz
3639,rings,Кольцо с выращенным бриллиантом,159900,63960,60,Золото 585,2.64 г.,https://miuz.ru/catalog/rings/R178-MLN-0224/,miuz
3640,rings,Кольцо с халцедоном и бриллиантами,85900,34360,60,Золото 585,3.48 г.,https://miuz.ru/catalog/rings/R152-GR4081-SBCHEW4/,miuz
3641,rings,Кольцо с бриллиантами,259900,155940,40,Золото 585,2.84 г.,https://miuz.ru/catalog/rings/R132-AMR03800/,miuz
3642,rings,Кольцо с керамикой и бриллиантами,244900,146940,40,Золото 585,5.78 г.,https://miuz.ru/catalog/rings/R132-CR000045RBLC/,miuz
3643,rings,Кольцо с керамикой и бриллиантами,194900,116940,40,Золото 585,2.72 г.,https://miuz.ru/catalog/rings/R132-CSR00004PB/,miuz
3644,rings,Кольцо с бриллиантами,194900,116940,40,Золото 585,3.04 г.,https://miuz.ru/catalog/rings/R132-ILS-0011/,miuz
3645,rings,Кольцо с бриллиантами,429900,257940,40,Золото 585,2.85 г.,https://miuz.ru/catalog/rings/R132-AJR28863/,miuz
3646,rings,Кольцо с бриллиантами,52900,26450,50,Золото 585,1.24 г.,https://miuz.ru/catalog/rings/R132-AJR30857/,miuz
3647,rings,Кольцо с бриллиантами,364900,218940,40,Золото 585,3.02 г.,https://miuz.ru/catalog/rings/R08-R17SU0590-W/,miuz
3648,rings,Кольцо с бриллиантами,499900,299940,40,Золото 585,4.82 г.,https://miuz.ru/catalog/rings/R08-R20YV0396-W/,miuz
3649,rings,Кольцо с цветными сапфирами,47900,19160,60,Золото 585,1.62 г.,https://miuz.ru/catalog/rings/R01-WS-35122/,miuz
3650,rings,Кольцо с бриллиантами,264900,158940,40,Золото 585,3.14 г.,https://miuz.ru/catalog/rings/R08-ILL-0009/,miuz
3651,rings,Кольцо с бриллиантами,284900,170940,40,Золото 585,3.13 г.,https://miuz.ru/catalog/rings/R08-ILL-0010/,miuz
3652,rings,Кольцо с бриллиантами,274900,164940,40,Золото 585,3.98 г.,https://miuz.ru/catalog/rings/R08-PRM-R14SU0446/,miuz
3653,rings,Кольцо,27631,19342,30,Золото 585,1.51 г.,https://miuz.ru/catalog/rings/R01-TRN-0007G/,miuz
3654,rings,Кольцо с бриллиантом,89900,49445,45,Золото 585,2.11 г.,https://miuz.ru/catalog/rings/R01-SOL50-010-G2/,miuz
3655,rings,Кольцо с бриллиантом,91900,50544,45,Золото 585,3.27 г.,https://miuz.ru/catalog/rings/R01-SOL90-010-G3/,miuz
3656,rings,Кольцо с бриллиантом,69900,38445,45,Золото 585,1.78 г.,https://miuz.ru/catalog/rings/R01-SOL20-015-G3/,miuz
3657,rings,Кольцо с бриллиантом,97990,53894,45,Золото 585,1.78 г.,https://miuz.ru/catalog/rings/R01-SOL116-015-G1/,miuz
3658,rings,Кольцо с бриллиантом,164900,90695,45,Золото 585,2.83 г.,https://miuz.ru/catalog/rings/R01-SOL128-020-G1/,miuz
3659,rings,Кольцо с бриллиантом,654900,360195,45,Золото 585,3.13 г.,https://miuz.ru/catalog/rings/R01-SB119-050-G2/,miuz
3660,rings,Кольцо с бриллиантом,1199000,659450,45,Золото 585,2.55 г.,https://miuz.ru/catalog/rings/R01-SB300-050-G1/,miuz
3661,rings,Кольцо с фианитами,41017,28712,30,Золото 585,2.93 г.,https://miuz.ru/catalog/rings/R01-R-35579Z/,miuz
3662,rings,Кольцо с бриллиантом,614900,338195,45,Золото 585,1.51 г.,https://miuz.ru/catalog/rings/R01-SB35718-050-G2/,miuz
3663,rings,Кольцо с выращенным бриллиантом,84900,33960,60,Золото 585,1.99 г.,https://miuz.ru/catalog/rings/R01-MLNB0111-090/,miuz
3664,rings,Кольцо с выращенным бриллиантом,509900,203960,60,Золото 585,2.86 г.,https://miuz.ru/catalog/rings/R01-MLN0552-100/,miuz
3665,rings,Кольцо с фианитом,25478,17834,30,Золото 585,1.83 г.,https://miuz.ru/catalog/rings/R01-MIS-0064/,miuz
3666,rings,Кольцо с бриллиантами,259900,155940,40,Золото 585,2.79 г.,https://miuz.ru/catalog/rings/R01-ILL-0367/,miuz
3667,rings,Кольцо с агатом и бриллиантами,38900,23340,40,Золото 585,1.4 г.,https://miuz.ru/catalog/rings/R01-L-35420-AGG/,miuz
3668,rings,Кольцо с синтетическим рубином,129900,77940,40,Золото 585,5.58 г.,https://miuz.ru/catalog/rings/R01-FIT-30-35791RS/,miuz
3669,rings,Кольцо с бриллиантами и сапфиром,399900,239940,40,Золото 585,3.86 г.,https://miuz.ru/catalog/rings/R01-EMP-0221SA/,miuz
3670,rings,Кольцо с фианитом,27578,19304,30,Золото 585,1.97 г.,https://miuz.ru/catalog/rings/R01-59873-Z/,miuz
3671,rings,Кольцо с фианитами,38917,27242,30,Золото 585,2.99 г.,https://miuz.ru/catalog/rings/R01-60006-Z/,miuz
3672,rings,Кольцо с облагороженными бриллиантами и бриллиантом,83900,41950,50,Золото 585,2.73 г.,https://miuz.ru/catalog/rings/R01-35672B/,miuz
3673,rings,Кольцо с бриллиантами,106900,42760,60,Золото 585,3.49 г.,https://miuz.ru/catalog/rings/R01-33884/,miuz
3674,rings,Кольцо с гидротермальным изумрудом и фианитами,31057,20187,35,Золото 585,2.11 г.,https://miuz.ru/catalog/rings/R01-34596-ES/,miuz
3675,rings,Кольцо с фианитами,59666,41766,30,Золото 585,3.9 г.,https://miuz.ru/catalog/rings/R163-K1324159/,miuz
3676,rings,Кольцо с выращенным сапфиром и фианитами,36565,23767,35,Золото 585,2.39 г.,https://miuz.ru/catalog/rings/R4150-C-041S-CIN/,miuz
3677,rings,Кольцо с бриллиантом,38900,15560,60,Золото 585,1.44 г.,https://miuz.ru/catalog/rings/R2017-R300056DIA/,miuz
3678,rings,Кольцо с фианитами,45199,29379,35,Золото 585,2.47 г.,https://miuz.ru/catalog/rings/R4186-R-C102-Z/,miuz
3679,rings,Кольцо с сапфиром и фианитами,48990,19595,60,Золото 585,2.11 г.,https://miuz.ru/catalog/rings/R4150-C-LR3926S/,miuz
3680,rings,Кольцо,27083,18959,30,Золото 585,1.48 г.,https://miuz.ru/catalog/rings/R2031-CAP-0187/,miuz
3681,rings,Кольцо с фианитами,43677,30574,30,Золото 585,3.12 г.,https://miuz.ru/catalog/rings/R2028-K130-2928/,miuz
3682,rings,Кольцо с фианитами,3190,2871,10,Серебро 925,2.85 г.,https://miuz.ru/catalog/rings/R2031-94-110-01632-2/,miuz
3683,rings,Кольцо с фианитами,45199,31639,30,Золото 585,2.71 г.,https://miuz.ru/catalog/rings/R2040-X6ZR200712/,miuz
3684,rings,Кольцо с бриллиантами,44900,17960,60,Золото 585,1.49 г.,https://miuz.ru/catalog/rings/R108-1981811AD-R17/,miuz
3685,rings,Кольцо с бриллиантами и сапфиром,117990,47195,60,Золото 585,1.83 г.,https://miuz.ru/catalog/rings/R4150-D-LR12197S/,miuz
3686,rings,Кольцо с аметистом и фианитами,36412,23668,35,Золото 585,2.03 г.,https://miuz.ru/catalog/rings/R01-30152AM-Z/,miuz
3687,rings,Кольцо с бриллиантами,79490,31795,60,Золото 585,2.74 г.,https://miuz.ru/catalog/rings/R152-GR3943-M-W4/,miuz
3688,rings,Кольцо с сапфирами и фианитами,54900,21959,60,Золото 585,1.85 г.,https://miuz.ru/catalog/rings/R4150-C-29887S/,miuz
3689,rings,Кольцо с топазом и бриллиантами,74900,29960,60,Золото 585,2.65 г.,https://miuz.ru/catalog/rings/R4150-D-1982386/,miuz
3690,rings,Кольцо с топазом и бриллиантами,123900,49560,60,Золото 585,4.2 г.,https://miuz.ru/catalog/rings/R4150-D-LR03962BT/,miuz
3691,rings,Кольцо с бриллиантами и цветными сапфирами,50900,20360,60,Золото 585,1.71 г.,https://miuz.ru/catalog/rings/R755-69000R001-R17/,miuz
3692,rings,"Кольцо с аметистами, топазом и бриллиантами",89900,35960,60,Золото 585,2.77 г.,https://miuz.ru/catalog/rings/R4150-D-LR02782MIX/,miuz
3693,rings,Кольцо с гранатом и фианитами,39777,25855,35,Золото 585,2.6 г.,https://miuz.ru/catalog/rings/R01-34509-GR/,miuz
3694,rings,Кольцо с бриллиантами и цветными сапфирами,69900,27960,60,Золото 585,2.11 г.,https://miuz.ru/catalog/rings/R2017-BODD1263A-R17/,miuz
3695,rings,Кольцо с фианитами,19319,13523,30,Золото 585,1.3 г.,https://miuz.ru/catalog/rings/R01-60235-Z/,miuz
3696,rings,Кольцо с сваровски,23938,16756,30,Золото 585,1.56 г.,https://miuz.ru/catalog/rings/R01-W-59589-SW/,miuz
3697,rings,Кольцо с бриллиантами,118900,47560,60,Золото 585,2.49 г.,https://miuz.ru/catalog/rings/R4201-ILL-031/,miuz
3698,rings,Кольцо с фианитами,12935,9054,30,Золото 585,0.86 г.,https://miuz.ru/catalog/rings/R37-T142015753-Z/,miuz
3699,rings,Кольцо с бриллиантами и сапфиром,81900,32760,60,Золото 585,2.13 г.,https://miuz.ru/catalog/rings/R4090-R02338-4DISA02/,miuz
3700,rings,Кольцо с бриллиантами и изумрудами,90900,36360,60,Золото 585,2. г.,https://miuz.ru/catalog/rings/R131-R4417-EM/,miuz
3701,rings,Кольцо с топазом и фианитами,29833,19392,35,Золото 585,2.03 г.,https://miuz.ru/catalog/rings/R2020-0010278-BT/,miuz
3702,rings,Кольцо,21698,15188,30,Золото 585,1.55 г.,https://miuz.ru/catalog/rings/R163-K1207949/,miuz
3703,rings,Кольцо с бриллиантами и кианитом,112490,44996,60,Золото 585,3.31 г.,https://miuz.ru/catalog/rings/R97-CR3412-KB/,miuz
3704,rings,Кольцо с выращенным бриллиантом,219900,87960,60,Золото 585,2.38 г.,https://miuz.ru/catalog/rings/R08-MLN-0200/,miuz
